id,func_group_id,func_group_name,list_id,bus_id,bus_name,func_id,func_name,batch_id,batch_name,description,language_type,proc_type,ext_if,comment
265,"KJZ","基幹システム共通",96,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J21","請求書局戻りトランチェック","取込処理により請求書局戻りトランに設定された以下データに対して                 
記載事項チェックとノーマライズを行う                 
                 
・簡易エントリー：6P26 ","PL/SQL","","",""
266,"KJZ","基幹システム共通",97,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J22","請求ストップトランチェック","取込処理により請求ストップトランに設定された以下データに対して                 
記載事項チェック、ノーマライズ、重複チェックを行う                 
                 
・簡易エントリー：6P35                 
・リスト・オーダー転送：6P35","PL/SQL","","",""
267,"KJZ","基幹システム共通",98,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J23","送金手帳再発行トランチェック","取込処理により送金手帳再発行トランに設定された以下データに対して                  
記載事項チェック、ノーマライズ、重複チェックを行う                  
                  
・リスト・オーダー転送：6P38、6P3A                  
・パンチ：6P38 ","PL/SQL","","",""
268,"KJZ","基幹システム共通",99,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J24","合算キャンセルトランチェック","取込処理により合算キャンセルトランに設定されたデータに対して                 
記載事項チェック、ノーマライズ、重複チェックを行う                 
                 
・ リスト・オーダー転送","PL/SQL","","",""
269,"KJZ","基幹システム共通",100,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J25","カード決済データチェック","・カード決済データに取り込んだデータに対して、エラーチェックをを行う","PL/SQL","","",""
270,"KJZ","基幹システム共通",101,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J26","ギフト管理登録データ受付チェック","・受付チェック未処理のギフト管理登録データを取得し、受付チェックを実施する
　①記載事項チェック（必須チェック、属性チェック、桁数チェック、コード値チェック）
　②ノーマライズ（マスタチェック、相関チェック）","PL/SQL","","",""
271,"KJZ","基幹システム共通",102,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J27","講座補正（追求用）登録データ受付チェック","・受付チェック未処理の講座補正（追求用）登録データを取得し、受付チェックを実施する
　①記載事項チェック（必須チェック、属性チェック、桁数チェック、コード値チェック）
　②ノーマライズ（マスタチェック、相関チェック）
","PL/SQL","","",""
272,"KJZ","基幹システム共通",103,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J28","講座補正（名簿用）登録データ受付チェック","・受付チェック未処理の講座補正（名簿用）登録データを取得し、受付チェックを実施する
　①記載事項チェック（必須チェック、属性チェック、桁数チェック、コード値チェック）
　②ノーマライズ（マスタチェック、相関チェック）","PL/SQL","","",""
273,"KJZ","基幹システム共通",104,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J29","外部連携のDM局戻り（OCR）データ補正","ＤＭ局戻り取込データからＯＣＲ未処理のDM局戻りＯＣＲデータ（6P47ファイルアップロード）を取得し、
バッチＮＯ、バッチ内シーケンス、同一バッチ内件数補正処理を行い、ＤＭ局戻り取込データに補正情報を更新する。","PL/SQL","","",""
274,"KJZ","基幹システム共通",105,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J30","DM局戻り（OCR）データ入力チェック・OCRデコード","ＤＭ局戻り取込データからＯＣＲ未処理のＤＭ局戻りＯＣＲデータ（6P47）を取得し、入力チェック、重複チェックとＯＣＲデコード処理を行い、ＤＭ局戻り取込データに結果を更新する。
","PL/SQL","","",""
275,"KJZ","基幹システム共通",106,"KJZB01","受付チェック","FNKJZB0101","受付チェック","BTGKJZB0101J31","DM局戻りデータノーマライズチェック・マスタチェック","未処理のDM局戻り取込データ（6P47、6P25）を取得し、下記の処理を行う。
　　①ノーマライズチェック、重複チェック、顧客番号FromTo変換を行う
　　　　チェック結果がエラー無しの場合、ＤＭ局戻りデータに登録する。
　　②上記①でＤＭ局戻り取込データにチェック結果を更新する。","PL/SQL","","",""
276,"KJZ","基幹システム共通",107,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J01","リスト受付エラー解除","・受付エラー解除画面で修正したデータを、リスト受付データ＿ヘッダ及びリスト受付データ＿明細に反映する
・ただし、画面で取消指示がされた場合は、受付ステータスを『キャンセル』で反映し、
　受付処理を完了させる
","PL/SQL","","",""
277,"KJZ","基幹システム共通",108,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J02","オーダー受付エラー解除","・受付エラー解除画面で修正したデータを、オーダー受付データ＿ヘッダ及びオーダー受付データ＿明細に反映する
・ただし、画面で取消指示がされた場合は、受付ステータスを『キャンセル』で反映し、
　受付処理を完了させる","PL/SQL","","",""
278,"KJZ","基幹システム共通",109,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J03","住名変受付エラー解除","","PL/SQL","","",""
279,"KJZ","基幹システム共通",110,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J04","ステータス変更受付エラー解除","","PL/SQL","","",""
280,"KJZ","基幹システム共通",111,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J05","受講期限日変更受付エラー解除","","PL/SQL","","",""
281,"KJZ","基幹システム共通",112,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J06","ブラック登録受付エラー解除","","PL/SQL","","",""
282,"KJZ","基幹システム共通",113,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J07","給付金申請受付エラー解除","","PL/SQL","","",""
283,"KJZ","基幹システム共通",114,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J08","DM中止受付エラー解除","","PL/SQL","","",""
284,"KJZ","基幹システム共通",115,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J09","P冊子再発行受付エラー解除","","PL/SQL","","",""
285,"KJZ","基幹システム共通",116,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J10","個人情報交換受付エラー解除","","PL/SQL","","",""
286,"KJZ","基幹システム共通",117,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J11","AS400ステータス情報受付エラー解除","","PL/SQL","","",""
287,"KJZ","基幹システム共通",118,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J12","受講生状況データ受付エラー解除","","PL/SQL","","",""
288,"KJZ","基幹システム共通",119,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J13","入金・調整入金トラン受付エラー解除","","PL/SQL","","",""
289,"KJZ","基幹システム共通",120,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J14","返品トラン受付エラー解除","","PL/SQL","","",""
290,"KJZ","基幹システム共通",121,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J15","請求書局戻りトラン受付エラー解除","","PL/SQL","","",""
291,"KJZ","基幹システム共通",122,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J16","請求ストップトラン受付エラー解除","","PL/SQL","","",""
292,"KJZ","基幹システム共通",123,"KJZB02","受付エラー解除","FNKJZB0202","受付エラー解除","BTGKJZB0202J17","送金手帳再発行トラン受付エラー解除","","PL/SQL","","",""
293,"KJZ","基幹システム共通",124,"KJZB03","再投入","FNKJZB0302","再投入確定","BTGKJZB0302J01","リスト再投入確定","・リスト再投入画面で再投入したリストデータを、リスト受付データ＿ヘッダ及びリスト受付データ＿明細に反映し、再投入リスト受付データ＿ヘッダ及び再投入リスト受付データ＿明細から物理削除する","PL/SQL","","",""
294,"KJZ","基幹システム共通",125,"KJZB03","再投入","FNKJZB0302","再投入確定","BTGKJZB0302J02","オーダー再投入確定","・オーダー再投入画面で再投入したオーダーデータを、
  オーダー受付データ＿ヘッダ及びオーダー受付データ＿明細に反映し、再投入オーダー受付データ＿ヘッダ及び再投入オーダー受付データ＿明細から物理削除する","PL/SQL","","",""
295,"KJZ","基幹システム共通",126,"KJZI01","お客様SC IF作成","FNKJZI0101","ゴースト履歴差分データ作成","BTGKJZI0101J01","ゴースト履歴差分データ作成","住名変履歴より、当日更新分を取得してファイルを作成する
同時に、お客様ＳＣ向け件数データテーブルに件数情報を出力する","PL/SQL","","",""
296,"KJZ","基幹システム共通",127,"KJZI01","お客様SC IF作成","FNKJZI0102","ゴースト履歴ファイル作成","BTGKJZI0102E01","ゴースト履歴ファイル作成","ゴースト履歴テーブルよりファイルを作成する","ETL","","",""
297,"KJZ","基幹システム共通",128,"KJZI01","お客様SC IF作成","FNKJZI0103","件数ファイル作成","BTGKJZI0103E01","件数ファイル作成","お客様ＳＣ向け件数データテーブルよりファイルを作成する","ETL","","",""
298,"KJZ","基幹システム共通",129,"KJZI01","お客様SC IF作成","FNKJZI0104","お客様SC向け顧客統合データ作成/件数出力","BTGKJZI0104J01","お客様SC向け顧客統合データ作成/件数出力","お客様SCのIF領域の顧客統合ＦＲＯＭ－ＴＯ連携データを更新する。同時に、お客様ＳＣ向け件数データテーブルに顧客統合件数情報を出力する","PL/SQL","","",""
299,"KJZ","基幹システム共通",130,"KJZI01","お客様SC IF作成","FNKJZI0105","顧客統合件数ファイル作成","BTGKJZI0105E01","顧客統合件数ファイル作成","テーブルよりファイルを作成する","ETL","","",""
300,"KJZ","基幹システム共通",131,"KJZI01","お客様SC IF作成","FNKJZI0106","DM中止履歴データ作成※WM顧客経由","BTGKJZI0106J01","DM中止履歴データ作成","ＤＭ中止受付データより、当日処理分のデータを取得し、インタフェースファイルを作成する","PL/SQL","","",""
301,"KJZ","基幹システム共通",132,"KJZI01","お客様SC IF作成","FNKJZI0107","DM中止履歴ファイル作成","BTGKJZI0107E01","DM中止履歴ファイル作成","テーブルよりファイルを作成する","ETL","","",""
302,"KJZ","基幹システム共通",133,"KJZI02","ココチモ IF作成","FNKJZI0201","日次更新トランデータ(DM中止)作成","BTGKJZI0201J01","日次更新トランデータ(DM中止)作成","ＤＭ中止受付データよりココチモへ未連携のＤＭ中止情報を取得し、日次更新トランデータを作成する。連携用のテーブルへ出力する。","PL/SQL","","",""
303,"KJZ","基幹システム共通",134,"KJZI02","ココチモ IF作成","FNKJZI0202","日次更新トランデータ(ステータス変更)作成","BTGKJZI0202J01","日次更新トランデータ(ステータス変更)作成","ステータス変更受付データよりココチモへ未連携のステータス変更情報を取得し、日次更新トランデータを作成する。連携用のテーブルへ出力する。","PL/SQL","","",""
304,"KJZ","基幹システム共通",135,"KJZI02","ココチモ IF作成","FNKJZI0203","ココチモ向け顧客統合データ作成","BTGKJZI0203J01","ココチモ向け顧客統合データ作成","顧客統合の情報により、FromTo顧客データ（ココチモ）インターフェースファイルを作成する","PL/SQL","","",""
305,"KJZ","基幹システム共通",136,"KJZI02","ココチモ IF作成","FNKJZI0204","ココチモ向け顧客統合ファイル作成","BTGKJZI0204E01","ココチモ向け顧客統合ファイル作成","ココチモ向けFromToテーブルよりファイルを作成する","ETL","","",""
306,"KJZ","基幹システム共通",137,"KJZI02","ココチモ IF作成","FNKJZI0205","日次更新トラン（ココチモ配信用）DM局戻りデータ作成","BTGKJZI0205E01","日次更新トラン（ココチモ配信用）DM局戻りデータ作成処理","ココチモ日次更新トラン＿配信に、当日処理したDM局戻りデータを登録する","ETL","DB更新","出力",""
307,"KJZ","基幹システム共通",138,"KJZI02","ココチモ IF作成","FNKJZI0206","A-1DMデータIF作成","BTGKJZI0206E01","A-1DMデータIF作成処理","局出候補データからA-1DMのココチモ分を取得し、A-1DMデータIFを作成する。
※共通部品を使用して、顧客マスタから顧客の下記個人情報を取得する
・姓名、住所情報、電話番号","ETL","DB更新","出力",""
308,"KJZ","基幹システム共通",139,"KJZI02","ココチモ IF作成","FNKJZI0207","名簿抽出DMデータココチモ分分離","BTGKJZI0207E01","名簿抽出DMデータココチモ分分離処理","名簿抽出のDMデータからココチモ分と、ココチモ分以外を分離する","ETL","DB更新","出力",""
309,"KJZ","基幹システム共通",140,"KJZI02","ココチモ IF作成","FNKJZI0208","DMデータIF（ココチモ配信用）作成","BTGKJZI0208E01","DMデータIF（ココチモ配信用）作成処理","名簿抽出DMデータにココチモ分を分離してDMデータIF（ココチモ配信用）を作成する
※共通部品を使用して、顧客マスタから顧客の下記個人情報を取得する
・姓名、住所情報、電話番号","ETL","DB更新","出力",""
310,"KJZ","基幹システム共通",141,"KJZI02","ココチモ IF作成","FNKJZI0209","DMデータ外部印刷外社連携","BTGKJZI0209E01","DMデータ外部印刷外社連携処理","ココチモから連携されたDMデータを外部印刷会社へ連携する","ETL","DB更新","出力",""
311,"KJZ","基幹システム共通",142,"KJZI02","ココチモ IF作成","FNKJZI0210","追求マスタ消込（ココチモ処理分）","BTGKJZI0210J01","追求マスタ消込処理（ココチモ処理分）","ココチモから連携された日次更新トランのうち、ノーマライズがOKであったオーダーデータを抽出し、レギュラー分の追求マスタ消込を行う。","PL/SQL","DB更新","出力",""
312,"KJZ","基幹システム共通",143,"KJZI03","AS400 IF作成","FNKJZI0301","個人情報交換作成","BTGKJZI0301J01","個人情報交換作成","ステータス変更履歴より、顧客ステータスが本人死亡、本人死亡解除の情報を取得する。
住名変履歴より、氏名、住所、郵便番号、電話番号、年齢、性別に変更が発生した情報を取得する。
取得した情報をもとに個人情報交換データインタフェースファイルを作成する
件数情報を個人情報交換件数表テーブルへ出力する。
","PL/SQL","","",""
313,"KJZ","基幹システム共通",144,"KJZI03","AS400 IF作成","FNKJZI0302","個人情報交換データ作成（囲碁）","BTGKJZI0302E01","個人情報交換データ作成（囲碁）","個人情報交換連携データよりファイルを作成する","ETL","","",""
314,"KJZ","基幹システム共通",145,"KJZI03","AS400 IF作成","FNKJZI0303","個人情報交換データ作成（水墨画）","BTGKJZI0303E01","個人情報交換データ作成（水墨画）","個人情報交換連携データよりファイルを作成する","ETL","","",""
315,"KJZ","基幹システム共通",146,"KJZI03","AS400 IF作成","FNKJZI0304","個人情報交換データ作成（協会）","BTGKJZI0304E01","個人情報交換データ作成（協会）","個人情報交換連携データよりファイルを作成する","ETL","","",""
316,"KJZ","基幹システム共通",147,"KJZI03","AS400 IF作成","FNKJZI0305","個人情報交換データ作成（総合美術展）","BTGKJZI0305E01","個人情報交換データ作成（総合美術展）","個人情報交換連携データよりファイルを作成する","ETL","","",""
317,"KJZ","基幹システム共通",148,"KJZI03","AS400 IF作成","FNKJZI0306","個人情報交換データ作成（写真展）","BTGKJZI0306E01","個人情報交換データ作成（写真展）","個人情報交換連携データよりファイルを作成する","ETL","","",""
318,"KJZ","基幹システム共通",149,"KJZI03","AS400 IF作成","FNKJZI0307","受講講座情報データ作成","BTGKJZI0307J01","受講講座情報データ作成","オーダーテーブルよりAS400で管理している顧客の新規オーダ情報を取得し、受講講座情報データ配信インターフェースファイルに出力する。
件数情報を個人情報交換件数表テーブルへ出力する。
","PL/SQL","","",""
319,"KJZ","基幹システム共通",150,"KJZI03","AS400 IF作成","FNKJZI0308","受講講座情報ファイル作成","BTGKJZI0308E01","受講講座情報ファイル作成","受講講座情報連携データよりファイルを作成する","ETL","","",""
320,"KJZ","基幹システム共通",151,"KJZI03","AS400 IF作成","FNKJZI0309","名寄せ変換ファイル（住名変更）作成","BTGKJZI0309J01","名寄せ変換ファイル（住名変更）作成","顧客統合ＦＲＯＭ－ＴＯ連携データより、名寄せ変換ファイル（住名変更）の対象となるデータを取得し、取得した情報を名寄せ変換＿住名変インターフェースファイルに出力する
件数情報を顧客統合サブシステムデータ件数表テーブルへ出力する。
","PL/SQL","","",""
321,"KJZ","基幹システム共通",152,"KJZI03","AS400 IF作成","FNKJZI0310","名寄せ変換ファイル（住名変更・囲碁)作成","BTGKJZI0310E01","名寄せ変換ファイル（住名変更・囲碁)作成","名寄せ変換_住名変受付データよりファイルを作成する","ETL","","",""
322,"KJZ","基幹システム共通",153,"KJZI03","AS400 IF作成","FNKJZI0311","名寄せ変換ファイル（住名変更・水墨画)作成","BTGKJZI0311E01","名寄せ変換ファイル（住名変更・水墨画)作成","名寄せ変換_住名変受付データよりファイルを作成する","ETL","","",""
323,"KJZ","基幹システム共通",154,"KJZI03","AS400 IF作成","FNKJZI0312","名寄せ変換ファイル（住名変更・協会)作成","BTGKJZI0312E01","名寄せ変換ファイル（住名変更・協会)作成","名寄せ変換_住名変受付データよりファイルを作成する","ETL","","",""
324,"KJZ","基幹システム共通",155,"KJZI03","AS400 IF作成","FNKJZI0313","名寄せ変換ファイル（住名変更・総合美術展)作成","BTGKJZI0313E01","名寄せ変換ファイル（住名変更・総合美術展)作成","名寄せ変換_住名変受付データよりファイルを作成する","ETL","","",""
325,"KJZ","基幹システム共通",156,"KJZI03","AS400 IF作成","FNKJZI0314","名寄せ変換ファイル（住名変更・写真展)作成","BTGKJZI0314E01","名寄せ変換ファイル（住名変更・写真展)作成","名寄せ変換_住名変受付データよりファイルを作成する","ETL","","",""
326,"KJZ","基幹システム共通",157,"KJZI03","AS400 IF作成","FNKJZI0315","名寄せ変換ファイル（顧客統合）作成","BTGKJZI0315J01","名寄せ変換ファイル（顧客統合）作成","顧客統合ＦＲＯＭ－ＴＯ連携データより、名寄せ変換ファイル（顧客統合）の対象となるデータを取得し、取得した情報を名寄せ変換ファイル（顧客統合）配信インターフェースファイルに出力する。
件数情報を顧客統合サブシステムデータ件数表テーブルへ出力する。
","PL/SQL","","",""
327,"KJZ","基幹システム共通",158,"KJZI03","AS400 IF作成","FNKJZI0316","名寄せ変換ファイル（顧客統合・囲碁）作成","BTGKJZI0316E01","名寄せ変換ファイル（顧客統合・囲碁）作成","名寄せ変換_顧客統合対象データよりファイルを作成する","ETL","","",""
328,"KJZ","基幹システム共通",159,"KJZI03","AS400 IF作成","FNKJZI0317","名寄せ変換ファイル（顧客統合・水墨画）作成","BTGKJZI0317E01","名寄せ変換ファイル（顧客統合・水墨画）作成","名寄せ変換_顧客統合対象データよりファイルを作成する","ETL","","",""
329,"KJZ","基幹システム共通",160,"KJZI03","AS400 IF作成","FNKJZI0318","名寄せ変換ファイル（顧客統合・協会）作成","BTGKJZI0318E01","名寄せ変換ファイル（顧客統合・協会）作成","名寄せ変換_顧客統合対象データよりファイルを作成する","ETL","","",""
330,"KJZ","基幹システム共通",161,"KJZI03","AS400 IF作成","FNKJZI0319","名寄せ変換ファイル（顧客統合・総合美術展）作成","BTGKJZI0319E01","名寄せ変換ファイル（顧客統合・総合美術展）作成","名寄せ変換_顧客統合対象データよりファイルを作成する","ETL","","",""
331,"KJZ","基幹システム共通",162,"KJZI03","AS400 IF作成","FNKJZI0320","名寄せ変換ファイル（顧客統合・写真展）作成","BTGKJZI0320E01","名寄せ変換ファイル（顧客統合・写真展）作成","名寄せ変換_顧客統合対象データよりファイルを作成する","ETL","","",""
332,"KJZ","基幹システム共通",163,"KJZI03","AS400 IF作成","FNKJZI0321","協会入会データ　IFデータ作成","BTGKJZI0321J01","協会入会データ　IFデータ作成","ＡＳ４００連携データから協会入会データを取得し、ＡＳ４００システムに連携する。","PL/SQL","DB更新","出力",""
333,"KJZ","基幹システム共通",164,"KJZI03","AS400 IF作成","FNKJZI0322","技検8級応募データ　IFデータ作成","BTGKJZI0322J01","技検8級応募データ　IFデータ作成","ＡＳ４００連携データから技検8級応募データを取得し、ＡＳ４００システムに連携する。","PL/SQL","DB更新","出力",""
334,"KJZ","基幹システム共通",165,"KJZI03","AS400 IF作成","FNKJZI0323","代理部オーダー　IFデータ作成","BTGKJZI0323J01","代理部オーダー　IFデータ作成","ＡＳ４００連携データから代理部オーダーデータを取得し、ＡＳ４００システムに連携する。","PL/SQL","DB更新","出力",""
335,"KJZ","基幹システム共通",166,"KJZI03","AS400 IF作成","FNKJZI0324","写真展スクーリングデータ　IFデータ作成","BTGKJZI0324J01","写真展スクーリングデータ　IFデータ作成","ＡＳ４００連携データから写真展スクーリングデータを取得し、ＡＳ４００システムに連携する。","PL/SQL","DB更新","出力",""
336,"KJZ","基幹システム共通",167,"KJZI03","AS400 IF作成","FNKJZI0325","総合美術展オーダー情報　IFデータ作成","BTGKJZI0325J01","総合美術展オーダー情報　IFデータ作成","ＡＳ４００連携データから総合美術展オーダー情報データを取得し、ＡＳ４００システムに連携する。","PL/SQL","DB更新","出力",""
337,"KJZ","基幹システム共通",168,"KJZI03","AS400 IF作成","FNKJZI0326","囲碁研究オーダー情報　IFデータ作成","BTGKJZI0326J01","囲碁研究オーダー情報　IFデータ作成","ＡＳ４００連携データから囲碁研究オーダー情報データを取得し、ＡＳ４００システムに連携する。","PL/SQL","DB更新","出力",""
338,"KJZ","基幹システム共通",169,"KJZI03","AS400 IF作成","FNKJZI0327","水墨画オーダー情報　IFデータ作成","BTGKJZI0327J01","水墨画オーダー情報　IFデータ作成","ＡＳ４００連携データから水墨画オーダー情報データを取得し、ＡＳ４００システムに連携する。","PL/SQL","DB更新","出力",""
339,"KJZ","基幹システム共通",170,"KJZI03","AS400 IF作成","FNKJZI0328","水墨画展覧会オーダー情報　IFデータ作成","BTGKJZI0328J01","水墨画展覧会オーダー情報　IFデータ作成","ＡＳ４００連携データから水墨画展覧会オーダー情報データを取得し、ＡＳ４００システムに連携する。","PL/SQL","DB更新","出力",""
340,"KJZ","基幹システム共通",171,"KJZI03","AS400 IF作成","FNKJZI0329","協会入会データファイル作成","BTGKJZI0329E01","協会入会データファイル作成","AS400連携データから協会入会データを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
341,"KJZ","基幹システム共通",172,"KJZI03","AS400 IF作成","FNKJZI0330","技検8級応募データファイル作成","BTGKJZI0330E01","技検8級応募データファイル作成","AS400連携データから技検8級応募データを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
342,"KJZ","基幹システム共通",173,"KJZI03","AS400 IF作成","FNKJZI0331","代理部オーダーファイル作成","BTGKJZI0331E01","代理部オーダーファイル作成","AS400連携データから代理部オーダーデータを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
343,"KJZ","基幹システム共通",174,"KJZI03","AS400 IF作成","FNKJZI0332","写真展スクーリングデータファイル作成","BTGKJZI0332E01","写真展スクーリングデータファイル作成","AS400連携データから写真展スクーリングデータを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
344,"KJZ","基幹システム共通",175,"KJZI03","AS400 IF作成","FNKJZI0333","総合美術展オーダー情報ファイル作成","BTGKJZI0333E01","総合美術展オーダー情報ファイル作成","AS400連携データから総合美術展オーダー情報データを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
345,"KJZ","基幹システム共通",176,"KJZI03","AS400 IF作成","FNKJZI0334","囲碁研究オーダー情報ファイル作成","BTGKJZI0334E01","囲碁研究オーダー情報ファイル作成","AS400連携データから囲碁研究オーダー情報データを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
346,"KJZ","基幹システム共通",177,"KJZI03","AS400 IF作成","FNKJZI0335","水墨画オーダー情報ファイル作成","BTGKJZI0335E01","水墨画オーダー情報ファイル作成","AS400連携データから水墨画オーダー情報データを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
347,"KJZ","基幹システム共通",178,"KJZI03","AS400 IF作成","FNKJZI0336","水墨画展覧会オーダー情報ファイル作成","BTGKJZI0336E01","水墨画展覧会オーダー情報ファイル作成","AS400連携データから水墨画展覧会オーダー情報データを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
348,"KJZ","基幹システム共通",179,"KJZI04","ラベル有りオーダーIF","FNKJZI0401","統合A-1DMテスト指示データ連携","BTGKJZI0401E01","統合A-1DMテスト指示データ連携処理","ラベル有りオーダーの統合A1DMテスト指示テーブルに、前回連携したＤＭテスト指示マスタの統合講座３桁コード、講座３桁コード１、講座３桁コード２の差分を登録・更新する。","ETL","DB更新","出力",""
349,"KJZ","基幹システム共通",180,"KJZI05","パーソナル添削 IF作成","FNKJZI0501","ホスト⇒パーソナル添削システム（受講生データ）　IFデータ作成","BTGKJZI0501J01","ホスト⇒パーソナル添削システム（受講生データ）IFデータ作成","材発対象テーブルからパーソナル添削受講生情報を取得し、指導システムに連携する。","PL/SQL","DB更新","入力",""
350,"KJZ","基幹システム共通",181,"KJZI05","パーソナル添削 IF作成","FNKJZI0502","ホスト⇒パーソナル添削システム（オーダーステータスデータ）　IFデータ作成","BTGKJZI0502J01","ホスト⇒パーソナル添削システム（オーダーステータスデータ）IFデータ作成","ホスト上でオーダーステータスが変わった、パーソナル添削システム対象の受講履歴データを取得し、パーソナル添削システムに連携する。","PL/SQL","DB更新","入力",""
351,"KJZ","基幹システム共通",182,"KJZI05","パーソナル添削 IF作成","FNKJZI0503","ホスト⇒パーソナル添削システム（受講生データ）ファイル作成","BTGKJZI0503E01","ホスト⇒パーソナル添削システム（受講生データ）ファイル作成","材発対象データからホスト⇒パーソナル添削システム（受講生データ）データを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
352,"KJZ","基幹システム共通",183,"KJZI05","パーソナル添削 IF作成","FNKJZI0504","ホスト⇒パーソナル添削システム（オーダーステータスデータ）ファイル作成","BTGKJZI0504E01","ホスト⇒パーソナル添削システム（オーダーステータスデータ）ファイル作成","材発対象データからホスト⇒パーソナル添削システム（オーダーステータスデータ）データを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
353,"KJZ","基幹システム共通",184,"KJZI05","パーソナル添削 IF作成","FNKJZI0505","ホスト⇒パーソナル添削システム（受講生データ）（トッパン）ファイル作成","BTGKJZI0505E01","ホスト⇒パーソナル添削システム（受講生データ）（トッパン）ファイル作成","材発対象データからホスト⇒パーソナル添削システム（受講生データ）（トッパン）データを抽出し、連携ファイルを作成する。","ETL","DB更新","出力",""
354,"KJZ","基幹システム共通",185,"KJZI06","東洋紙業　IF","FNKJZI0601","パーソナルDM用IF作成処理（東洋紙業向けA-1・A-1FUC・B-1）","BTGKJZI0601E01","パーソナルDM用IF作成処理（東洋紙業向けA-1・A-1FUC・B-1）","東洋紙業向けのA-1・A-1FUC・B-1パーソナルDM用IFを作成する
※共通部品を使用して、顧客マスタから顧客の下記個人情報を取得する
・姓名、住所情報、電話番号","ETL","DB更新","出力",""
355,"KJZ","基幹システム共通",186,"KJZI07","大日本印刷 IF作成","FNKJZI0701","受講生データ作成（変更分）","BTGKJZI0701J01","受講生データ作成（変更分）","パーソナル添削システム対象の受講生更新データ（住名変、ステータス変更、DM中止、受講期限日変更、返品）を取得し、ホスト⇒パーソナル添削システム(受講生データ）インタフェースファイルを作成する","PL/SQL","","",""
356,"KJZ","基幹システム共通",187,"KJZI07","大日本印刷 IF作成","FNKJZI0702","パーソナル冊子伝送データ（大日本冊子）作成","BTGKJZI0702E01","パーソナル冊子伝送データ（大日本冊子）作成","パーソナル冊子伝送データ＿大日本印刷・冊子再作成用テーブルより大日本印刷へ連携する
インターフェースファイルを作成する","ETL","","",""
357,"KJZ","基幹システム共通",188,"KJZI07","大日本印刷 IF作成","FNKJZI0703","パーソナル冊子伝送データ（大日本質問）作成","BTGKJZI0703E01","パーソナル冊子伝送データ（大日本質問）作成","パーソナル冊子伝送データ＿大日本印刷・質問用紙再作成用テーブルより大日本印刷へ連携する
インターフェースファイルを作成する","ETL","","",""
358,"KJZ","基幹システム共通",189,"KJZI07","大日本印刷 IF作成","FNKJZI0704","パーソナル冊子伝送データ（大日本同送）　IFデータ作成","BTGKJZI0704J01","パーソナル冊子伝送データ（大日本同送）IFデータ作成","材発対象データから、パーソナル冊子の作成対象になったデータ（材発時同送分）を取得する、大日本印刷へ配信する。","PL/SQL","DB更新","入力",""
